"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","459","should show pagination when many flags exist","chromium","Sun Mar 29 04:40:41 UTC 2026","passed","Sun Mar 29 04:40:41 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","806","should update flag details","chromium","Sun Mar 29 04:40:40 UTC 2026","passed","Sun Mar 29 04:40:41 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","587","should navigate to flag detail from list","chromium","Sun Mar 29 04:40:39 UTC 2026","passed","Sun Mar 29 04:40:39 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","1502","should show error for duplicate email","chromium","Sun Mar 29 04:40:48 UTC 2026","passed","Sun Mar 29 04:40:49 UTC 2026","Register page","auth/register.spec.ts","",""
"","610","should show category filter tabs","mobile-chrome","Sun Mar 29 04:40:53 UTC 2026","passed","Sun Mar 29 04:40:54 UTC 2026","Notification center","notifications/notification-center.spec.ts","",""
"","3762","should allow normal login without 2FA after disabling it","mobile-chrome","Sun Mar 29 04:40:41 UTC 2026","passed","Sun Mar 29 04:40:45 UTC 2026","TOTP 2FA disable","auth/totp-disable.spec.ts","",""
"","909","should create new user via admin form","chromium","Sun Mar 29 04:40:45 UTC 2026","passed","Sun Mar 29 04:40:46 UTC 2026","User management","admin/user-management.spec.ts","",""
"","1207","should show error for invalid token on submit","chromium","Sun Mar 29 04:40:51 UTC 2026","passed","Sun Mar 29 04:40:52 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","636","should show read/unread filter buttons","mobile-chrome","Sun Mar 29 04:40:54 UTC 2026","passed","Sun Mar 29 04:40:55 UTC 2026","Notification center","notifications/notification-center.spec.ts","",""
"","781","should show success state even for non-existent email (enumeration prevention)","chromium","Sun Mar 29 04:40:49 UTC 2026","passed","Sun Mar 29 04:40:50 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","468","should display rate limits list","chromium","Sun Mar 29 04:40:41 UTC 2026","passed","Sun Mar 29 04:40:41 UTC 2026","Rate limit management","admin/rate-limits.spec.ts","",""
"","530","authenticate as admin user","auth-setup","Sun Mar 29 04:41:01 UTC 2026","failed","Sun Mar 29 04:41:02 UTC 2026","","../src/auth/auth.setup.ts","",""
"","1002","should show error for invalid token on submit","mobile-chrome","Sun Mar 29 04:40:37 UTC 2026","passed","Sun Mar 29 04:40:38 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","3552","should show enable button after successfully disabling 2FA","mobile-chrome","Sun Mar 29 04:40:40 UTC 2026","passed","Sun Mar 29 04:40:43 UTC 2026","TOTP 2FA disable","auth/totp-disable.spec.ts","",""
"","818","should have navigation link when no token","mobile-chrome","Sun Mar 29 04:40:37 UTC 2026","passed","Sun Mar 29 04:40:38 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","868","should display admin notifications page","chromium","Sun Mar 29 04:40:23 UTC 2026","passed","Sun Mar 29 04:40:23 UTC 2026","Admin notifications","admin/admin-notifications.spec.ts","",""
"","3565","should display verify 2FA page elements","chromium","Sun Mar 29 04:40:57 UTC 2026","passed","Sun Mar 29 04:41:01 UTC 2026","TOTP 2FA login","auth/totp-login.spec.ts","",""
"","730","should allow access to public home page","chromium","Sun Mar 29 04:40:47 UTC 2026","passed","Sun Mar 29 04:40:47 UTC 2026","Auth redirects","auth/redirect.spec.ts","",""
"","924","should show validation error for invalid key format","chromium","Sun Mar 29 04:40:30 UTC 2026","passed","Sun Mar 29 04:40:31 UTC 2026","Feature flag creation","admin/feature-flags-create.spec.ts","",""
