"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1716","should update rollout percentage","mobile-chrome","Sat Feb 21 04:10:10 UTC 2026","passed","Sat Feb 21 04:10:12 UTC 2026","Feature flag detail/edit","admin/feature-flags-detail.spec.ts","",""
"","540","should display all form fields","mobile-chrome","Sat Feb 21 04:10:09 UTC 2026","passed","Sat Feb 21 04:10:09 UTC 2026","Feature flag creation","admin/feature-flags-create.spec.ts","",""
"","574","should toggle flag from list","chromium","Sat Feb 21 04:10:20 UTC 2026","passed","Sat Feb 21 04:10:21 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","509","should navigate to flag detail from list","chromium","Sat Feb 21 04:10:20 UTC 2026","passed","Sat Feb 21 04:10:20 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","3524","should show error when reusing an already-used token","chromium","Sat Feb 21 04:10:08 UTC 2026","passed","Sat Feb 21 04:10:12 UTC 2026","Password reset flow (E2E)","auth/password-reset-flow.spec.ts","",""
"","1933","should navigate to API OAuth endpoint when clicking Google button on register","mobile-chrome","Sat Feb 21 04:10:07 UTC 2026","passed","Sat Feb 21 04:10:09 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","485","should display feature flags list","chromium","Sat Feb 21 04:10:18 UTC 2026","passed","Sat Feb 21 04:10:19 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","774","should have navigation link when no token","chromium","Sat Feb 21 04:10:16 UTC 2026","passed","Sat Feb 21 04:10:17 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","3084","should redirect to 2FA verification after login when 2FA is enabled","chromium","Sat Feb 21 04:10:21 UTC 2026","passed","Sat Feb 21 04:10:24 UTC 2026","TOTP 2FA login","auth/totp-login.spec.ts","",""
"","561","should display reset password form with token in URL","mobile-chrome","Sat Feb 21 04:10:17 UTC 2026","passed","Sat Feb 21 04:10:18 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","614","should show validation error for invalid key format","mobile-chrome","Sat Feb 21 04:10:08 UTC 2026","passed","Sat Feb 21 04:10:09 UTC 2026","Feature flag creation","admin/feature-flags-create.spec.ts","",""
"","2961","should show 2FA status after enabling","mobile-chrome","Sat Feb 21 04:10:32 UTC 2026","passed","Sat Feb 21 04:10:35 UTC 2026","TOTP 2FA setup","auth/totp-setup.spec.ts","",""
"","1728","should update description and verify persistence","chromium","Sat Feb 21 04:10:16 UTC 2026","passed","Sat Feb 21 04:10:18 UTC 2026","Feature flag detail/edit","admin/feature-flags-detail.spec.ts","",""
"","407","should allow access to public home page","mobile-chrome","Sat Feb 21 04:10:14 UTC 2026","passed","Sat Feb 21 04:10:15 UTC 2026","Auth redirects","auth/redirect.spec.ts","",""
"","1545","should have link back to login page and navigate to it","mobile-chrome","Sat Feb 21 04:10:05 UTC 2026","passed","Sat Feb 21 04:10:07 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","688","should navigate to rule detail from list","chromium","Sat Feb 21 04:10:22 UTC 2026","passed","Sat Feb 21 04:10:23 UTC 2026","Rate limit management","admin/rate-limits.spec.ts","",""
"","1343","should filter by action","mobile-chrome","Sat Feb 21 04:10:03 UTC 2026","passed","Sat Feb 21 04:10:04 UTC 2026","Audit logs","admin/audit-logs.spec.ts","",""
"","1066","should navigate to centralized audit page filtered by feature flag","mobile-chrome","Sat Feb 21 04:10:54 UTC 2026","passed","Sat Feb 21 04:10:55 UTC 2026","Feature flag audit log (centralized)","admin/feature-flags-audit.spec.ts","",""
"","657","should allow access to forgot password page","chromium","Sat Feb 21 04:10:28 UTC 2026","passed","Sat Feb 21 04:10:29 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","410","should show validation errors on invalid create","mobile-chrome","Sat Feb 21 04:10:23 UTC 2026","passed","Sat Feb 21 04:10:24 UTC 2026","User management","admin/user-management.spec.ts","",""
"","370","should redirect unauthenticated user from protected route to login","chromium","Sat Feb 21 04:10:12 UTC 2026","passed","Sat Feb 21 04:10:12 UTC 2026","Auth redirects","auth/redirect.spec.ts","",""
"","858","should show validation error for short password","mobile-chrome","Sat Feb 21 04:10:18 UTC 2026","passed","Sat Feb 21 04:10:19 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","3571","should show error when reusing an already-used token","mobile-chrome","Sat Feb 21 04:10:10 UTC 2026","passed","Sat Feb 21 04:10:14 UTC 2026","Password reset flow (E2E)","auth/password-reset-flow.spec.ts","",""
"","2152","should navigate to API OAuth endpoint when clicking Google button on login","mobile-chrome","Sat Feb 21 04:10:07 UTC 2026","passed","Sat Feb 21 04:10:09 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","546","should display registration form elements","mobile-chrome","Sat Feb 21 04:10:15 UTC 2026","passed","Sat Feb 21 04:10:16 UTC 2026","Register page","auth/register.spec.ts","",""
"","3403","should show error with invalid TOTP code","chromium","Sat Feb 21 04:10:25 UTC 2026","passed","Sat Feb 21 04:10:29 UTC 2026","TOTP 2FA login","auth/totp-login.spec.ts","",""
"","1238","should switch to broadcast tab","mobile-chrome","Sat Feb 21 04:10:01 UTC 2026","passed","Sat Feb 21 04:10:03 UTC 2026","Admin notifications","admin/admin-notifications.spec.ts","",""
"","649","should navigate to create rule page","chromium","Sat Feb 21 04:10:22 UTC 2026","passed","Sat Feb 21 04:10:23 UTC 2026","Rate limit management","admin/rate-limits.spec.ts","",""
"","554","should cancel creation and return to list","chromium","Sat Feb 21 04:10:12 UTC 2026","passed","Sat Feb 21 04:10:13 UTC 2026","Feature flag creation","admin/feature-flags-create.spec.ts","",""
"","568","should allow access to register page","mobile-chrome","Sat Feb 21 04:10:15 UTC 2026","passed","Sat Feb 21 04:10:15 UTC 2026","Auth redirects","auth/redirect.spec.ts","",""
"","489","should show pagination when many flags exist","mobile-chrome","Sat Feb 21 04:10:18 UTC 2026","passed","Sat Feb 21 04:10:19 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","576","should show preference switches","chromium","Sat Feb 21 04:10:34 UTC 2026","passed","Sat Feb 21 04:10:34 UTC 2026","Notification preferences","notifications/notification-preferences.spec.ts","",""
"","634","should stay on root URL (no locale prefix)","chromium","Sat Feb 21 04:10:34 UTC 2026","passed","Sat Feb 21 04:10:35 UTC 2026","Home page","smoke/home.spec.ts","",""
"","1374","should display correct table columns","mobile-chrome","Sat Feb 21 04:10:05 UTC 2026","passed","Sat Feb 21 04:10:06 UTC 2026","Audit logs","admin/audit-logs.spec.ts","",""
"","533","should allow access to register page","chromium","Sat Feb 21 04:10:13 UTC 2026","passed","Sat Feb 21 04:10:13 UTC 2026","Auth redirects","auth/redirect.spec.ts","",""
"","616","should display Ukrainian content by default","chromium","Sat Feb 21 04:10:34 UTC 2026","passed","Sat Feb 21 04:10:35 UTC 2026","Home page","smoke/home.spec.ts","",""
"","673","should show validation error for empty password fields","chromium","Sat Feb 21 04:10:15 UTC 2026","passed","Sat Feb 21 04:10:16 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","853","should update flag details","mobile-chrome","Sat Feb 21 04:10:18 UTC 2026","passed","Sat Feb 21 04:10:18 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","977","should show error for invalid token on submit","chromium","Sat Feb 21 04:10:16 UTC 2026","passed","Sat Feb 21 04:10:17 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","553","should navigate to flag detail from list","mobile-chrome","Sat Feb 21 04:10:16 UTC 2026","passed","Sat Feb 21 04:10:17 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","1721","should show validation error for invalid email format","mobile-chrome","Sat Feb 21 04:10:05 UTC 2026","passed","Sat Feb 21 04:10:07 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","1133","should display admin notifications page","chromium","Sat Feb 21 04:10:04 UTC 2026","passed","Sat Feb 21 04:10:06 UTC 2026","Admin notifications","admin/admin-notifications.spec.ts","",""
"","1711","should update rollout percentage","chromium","Sat Feb 21 04:10:13 UTC 2026","passed","Sat Feb 21 04:10:15 UTC 2026","Feature flag detail/edit","admin/feature-flags-detail.spec.ts","",""
"","793","should update user profile","chromium","Sat Feb 21 04:10:24 UTC 2026","passed","Sat Feb 21 04:10:25 UTC 2026","User management","admin/user-management.spec.ts","",""
"","535","should show validation error for empty email submission","mobile-chrome","Sat Feb 21 04:10:27 UTC 2026","passed","Sat Feb 21 04:10:27 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","479","should show forgot password link when no token","chromium","Sat Feb 21 04:10:15 UTC 2026","passed","Sat Feb 21 04:10:15 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","439","should display user list","mobile-chrome","Sat Feb 21 04:10:21 UTC 2026","passed","Sat Feb 21 04:10:22 UTC 2026","User management","admin/user-management.spec.ts","",""
"","405","should display create flag form elements","mobile-chrome","Sat Feb 21 04:10:16 UTC 2026","passed","Sat Feb 21 04:10:16 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","529","should display registration form elements","chromium","Sat Feb 21 04:10:13 UTC 2026","passed","Sat Feb 21 04:10:14 UTC 2026","Register page","auth/register.spec.ts","",""
"","916","should show validation error for invalid key format","chromium","Sat Feb 21 04:10:11 UTC 2026","passed","Sat Feb 21 04:10:12 UTC 2026","Feature flag creation","admin/feature-flags-create.spec.ts","",""
"","3405","should reject invalid TOTP code when disabling 2FA","mobile-chrome","Sat Feb 21 04:10:20 UTC 2026","passed","Sat Feb 21 04:10:23 UTC 2026","TOTP 2FA disable","auth/totp-disable.spec.ts","",""
"","606","should toggle rule from list","mobile-chrome","Sat Feb 21 04:10:20 UTC 2026","passed","Sat Feb 21 04:10:20 UTC 2026","Rate limit management","admin/rate-limits.spec.ts","",""
"","707","should create flag with all fields filled","mobile-chrome","Sat Feb 21 04:10:08 UTC 2026","passed","Sat Feb 21 04:10:08 UTC 2026","Feature flag creation","admin/feature-flags-create.spec.ts","",""
"","1129","should have Google button as type=button (not submit)","chromium","Sat Feb 21 04:10:05 UTC 2026","passed","Sat Feb 21 04:10:06 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","711","should navigate to rule detail from list","mobile-chrome","Sat Feb 21 04:10:19 UTC 2026","passed","Sat Feb 21 04:10:20 UTC 2026","Rate limit management","admin/rate-limits.spec.ts","",""
"","1103","should have audit log link on feature flag detail page","mobile-chrome","Sat Feb 21 04:10:53 UTC 2026","passed","Sat Feb 21 04:10:54 UTC 2026","Feature flag audit log (centralized)","admin/feature-flags-audit.spec.ts","",""
"","952","should register with valid data","mobile-chrome","Sat Feb 21 04:10:15 UTC 2026","passed","Sat Feb 21 04:10:16 UTC 2026","Register page","auth/register.spec.ts","",""
"","2578","should remove override from table","chromium","Sat Feb 21 04:10:18 UTC 2026","passed","Sat Feb 21 04:10:20 UTC 2026","Feature flag overrides","admin/feature-flags-overrides.spec.ts","",""
"","1174","should have audit log link on feature flag detail page","chromium","Sat Feb 21 04:10:56 UTC 2026","passed","Sat Feb 21 04:10:58 UTC 2026","Feature flag audit log (centralized)","admin/feature-flags-audit.spec.ts","",""
"","1218","authenticate as basic user","auth-setup","Sat Feb 21 04:09:59 UTC 2026","passed","Sat Feb 21 04:10:00 UTC 2026","","../src/auth/auth.setup.ts","",""
"","526","should display create rule form elements","mobile-chrome","Sat Feb 21 04:10:19 UTC 2026","passed","Sat Feb 21 04:10:19 UTC 2026","Rate limit management","admin/rate-limits.spec.ts","",""
"","2608","should remove override from table","mobile-chrome","Sat Feb 21 04:10:15 UTC 2026","passed","Sat Feb 21 04:10:17 UTC 2026","Feature flag overrides","admin/feature-flags-overrides.spec.ts","",""
"","1089","should switch to broadcast tab","chromium","Sat Feb 21 04:10:04 UTC 2026","passed","Sat Feb 21 04:10:05 UTC 2026","Admin notifications","admin/admin-notifications.spec.ts","",""
"","664","should show empty state or notifications","mobile-chrome","Sat Feb 21 04:10:34 UTC 2026","passed","Sat Feb 21 04:10:35 UTC 2026","Notification center","notifications/notification-center.spec.ts","",""
